name,alt,nps,kgm,od,thk,sch,profileCode,code
,,0,186.9383358,609.6,12.7,,CHS,KS D3566
,,0,205.624944,609.6,14,,CHS,KS D3566
,,0,234.210816,609.6,16,,CHS,KS D3566
,,0,276.719724,609.6,19,,CHS,KS D3566
,,0,318.784752,609.6,22,,CHS,KS D3566
,,0,153.36054,700,9,,CHS,KS D3566
,,0,203.59296,700,12,,CHS,KS D3566
,,0,236.83464,700,14,,CHS,KS D3566
,,0,269.87904,700,16,,CHS,KS D3566
,,0,155.846268,711.2,9,,CHS,KS D3566
,,0,206.907264,711.2,12,,CHS,KS D3566
,,0,240.701328,711.2,14,,CHS,KS D3566
,,0,274.298112,711.2,16,,CHS,KS D3566
,,0,324.323388,711.2,19,,CHS,KS D3566
,,0,373.904784,711.2,22,,CHS,KS D3566
,,32,178.395372,812.8,9,,CHS,KS D3566
,,32,236.972736,812.8,12,,CHS,KS D3566
,,32,275.777712,812.8,14,,CHS,KS D3566
,,32,314.385408,812.8,16,,CHS,KS D3566
,,32,371.927052,812.8,19,,CHS,KS D3566
,,32,429.024816,812.8,22,,CHS,KS D3566
,,36,267.038208,914.4,12,,CHS,KS D3566
,,36,310.854096,914.4,14,,CHS,KS D3566
,,36,354.472704,914.4,16,,CHS,KS D3566
,,36,419.530716,914.4,19,,CHS,KS D3566
,,36,484.144848,914.4,22,,CHS,KS D3566
,,40,297.10368,1016,12,,CHS,KS D3566
,,40,345.93048,1016,14,,CHS,KS D3566
,,40,394.56,1016,16,,CHS,KS D3566
,,40,467.13438,1016,19,,CHS,KS D3566
,,40,539.26488,1016,22,,CHS,KS D3566
,,0.25,0.6352416,13.5,2.3,,CHS,AS.NZS-1163
,,0.25,0.7580484,13.5,2.9,,CHS,AS.NZS-1163
,,0.375,0.8450982,17.2,2.3,,CHS,AS.NZS-1163
,,0.375,1.0226502,17.2,2.9,,CHS,AS.NZS-1163
,,0.5,1.1989692,21.3,2.6,,CHS,AS.NZS-1163
,,0.5,1.4283072,21.3,3.2,,CHS,AS.NZS-1163
,,0.5,1.5713352,21.3,3.6,,CHS,AS.NZS-1163
,,0.75,1.5580188,26.9,2.6,,CHS,AS.NZS-1163
,,0.75,1.8702144,26.9,3.2,,CHS,AS.NZS-1163
,,0.75,2.258856,26.9,4,,CHS,AS.NZS-1163
,,1,2.406816,33.7,3.2,,CHS,AS.NZS-1163
,,1,2.929608,33.7,4,,CHS,AS.NZS-1163
,,1,3.240324,33.7,4.5,,CHS,AS.NZS-1163
,,1.25,3.0933504,42.4,3.2,,CHS,AS.NZS-1163
,,1.25,3.787776,42.4,4,,CHS,AS.NZS-1163
,,1.25,4.531275,42.4,4.9,,CHS,AS.NZS-1163
,,1.5,3.5589312,48.3,3.2,,CHS,AS.NZS-1163
,,1.5,4.369752,48.3,4,,CHS,AS.NZS-1163
,,1.5,5.7127356,48.3,5.4,,CHS,AS.NZS-1163
,,2,5.0335992,60.3,3.6,,CHS,AS.NZS-1163
,,2,6.192126,60.3,4.5,,CHS,AS.NZS-1163
,,2,7.3107036,60.3,5.4,,CHS,AS.NZS-1163
,,0,4.1857884,76.1,2.3,,CHS,AS.NZS-1163
,,0,5.7526848,76.1,3.2,,CHS,AS.NZS-1163
,,0,6.43626,76.1,3.6,,CHS,AS.NZS-1163
,,0,7.945452,76.1,4.5,,CHS,AS.NZS-1163
,,0,10.2136788,76.1,5.9,,CHS,AS.NZS-1163
,,3,5.5332108,88.9,2.6,,CHS,AS.NZS-1163
,,3,6.7627584,88.9,3.2,,CHS,AS.NZS-1163
,,3,8.374536,88.9,4,,CHS,AS.NZS-1163
,,3,9.9547488,88.9,4.8,,CHS,AS.NZS-1163
,,3,10.34487,88.9,5,,CHS,AS.NZS-1163
,,3,11.311542,88.9,5.5,,CHS,AS.NZS-1163
,,3,12.076002,88.9,5.9,,CHS,AS.NZS-1163
,,3.5,6.347484,101.6,2.6,,CHS,AS.NZS-1163
,,3.5,7.7649408,101.6,3.2,,CHS,AS.NZS-1163
,,3.5,9.627264,101.6,4,,CHS,AS.NZS-1163
,,3.5,11.91078,101.6,5,,CHS,AS.NZS-1163
,,4,8.7671232,114.3,3.2,,CHS,AS.NZS-1163
,,4,9.8275032,114.3,3.6,,CHS,AS.NZS-1163
,,4,12.184506,114.3,4.5,,CHS,AS.NZS-1163
,,4,12.961296,114.3,4.8,,CHS,AS.NZS-1163
,,4,14.5015596,114.3,5.4,,CHS,AS.NZS-1163
,,4,16.024068,114.3,6,,CHS,AS.NZS-1163
,,0,10.113066,139.7,3,,CHS,AS.NZS-1163
,,0,11.755422,139.7,3.5,,CHS,AS.NZS-1163
,,0,16.60851,139.7,5,,CHS,AS.NZS-1163
,,0,17.8839252,139.7,5.4,,CHS,AS.NZS-1163
,,0,11.992158,165.1,3,,CHS,AS.NZS-1163
,,0,13.947696,165.1,3.5,,CHS,AS.NZS-1163
,,0,19.74033,165.1,5,,CHS,AS.NZS-1163
,,0,21.2662908,165.1,5.4,,CHS,AS.NZS-1163
,,6,19.353168,168.3,4.8,,CHS,AS.NZS-1163
,,6,25.5517056,168.3,6.4,,CHS,AS.NZS-1163
,,6,28.2238632,168.3,7.1,,CHS,AS.NZS-1163
,,8,25.3662624,219.1,4.8,,CHS,AS.NZS-1163
,,8,33.5691648,219.1,6.4,,CHS,AS.NZS-1163
,,8,42.6465108,219.1,8.2,,CHS,AS.NZS-1163
,,10,31.7581344,273.1,4.8,,CHS,AS.NZS-1163
,,10,42.0916608,273.1,6.4,,CHS,AS.NZS-1163
,,10,60.4993644,273.1,9.3,,CHS,AS.NZS-1163
,,12,21.3861384,323.9,2.7,,CHS,AS.NZS-1163
,,12,50.10912,323.9,6.4,,CHS,AS.NZS-1163
,,12,73.654488,323.9,9.5,,CHS,AS.NZS-1163
,,14,55.1121408,355.6,6.4,,CHS,AS.NZS-1163
,,14,81.080847,355.6,9.5,,CHS,AS.NZS-1163
,,14,107.3901078,355.6,12.7,,CHS,AS.NZS-1163
,,16,63.1296,406.4,6.4,,CHS,AS.NZS-1163
,,16,92.981763,406.4,9.5,,CHS,AS.NZS-1163
,,16,123.2997534,406.4,12.7,,CHS,AS.NZS-1163
,,18,71.1154944,457,6.4,,CHS,AS.NZS-1163
,,18,104.835825,457,9.5,,CHS,AS.NZS-1163
,,18,139.1467626,457,12.7,,CHS,AS.NZS-1163
,,20,79.1645184,508,6.4,,CHS,AS.NZS-1163
,,20,116.783595,508,9.5,,CHS,AS.NZS-1163
,,20,155.1190446,508,12.7,,CHS,AS.NZS-1163
,,24,95.2625664,610,6.4,,CHS,AS.NZS-1163
,,24,140.679135,610,9.5,,CHS,AS.NZS-1163
,,24,187.0636086,610,12.7,,CHS,AS.NZS-1163
